block,trial,s1_state,direction,response,rt,pair
7,1,True,right,right,0.7937750816,719882
7,2,False,right,left,1.3681221008,719882
7,3,True,right,right,0.926828146,719882
7,4,True,right,left,1.4947040081,719882
7,5,False,right,right,1.1188440323,719882
7,6,True,right,right,0.9469571114,719882
7,7,True,right,right,1.0494859219,719882
7,8,True,left,left,1.0997819901,719882
7,9,False,right,right,0.9342720509,719882
7,10,True,right,right,0.9286389351,719882
7,11,True,left,left,0.8197138309,719882
7,12,False,left,left,1.0753850937,719882
7,13,False,left,left,1.0869851112,719882
7,14,False,left,left,1.340667963,719882
7,15,False,right,right,0.766343832,719882
7,16,False,right,right,0.8131709099,719882
7,17,True,right,right,0.7394750118,719882
7,18,True,left,left,0.9989619255,719882
7,19,True,right,right,1.3786759377,719882
7,20,True,right,right,0.8010210991,719882
7,21,False,left,left,0.847784996,719882
7,22,False,right,right,0.7996280193,719882
7,23,False,left,left,0.7033851147,719882
7,24,True,left,left,0.902023077,719882
7,25,False,right,right,0.7378520966,719882
7,26,False,left,left,0.8748731613,719882
7,27,False,right,right,0.9434878826,719882
7,28,False,left,left,1.1261041164,719882
7,29,True,right,right,0.9026100636,719882
7,30,True,right,right,1.1528658867,719882
7,31,True,right,right,1.0380079746,719882
7,32,True,left,left,0.8482480049,719882
7,33,True,right,right,0.8953800201,719882
7,34,True,right,right,1.3853080273,719882
7,35,True,left,left,0.6454870701,719882
7,36,False,left,left,1.2116560936,719882
7,37,True,left,left,1.1383869648,719882
7,38,True,left,left,1.0776369572,719882
7,39,True,right,right,1.1249392033,719882
7,40,False,left,left,0.8229959011,719882
7,41,False,left,right,0.8535990715,719882
7,42,True,right,right,0.8043239117,719882
7,43,False,left,left,0.9056718349,719882
7,44,True,left,left,1.2663249969,719882
7,45,False,right,right,0.9118149281,719882
7,46,False,left,right,0.9833099842,719882
7,47,True,left,right,1.3044741154,719882
7,48,True,right,right,0.7783288956,719882
7,49,True,left,left,0.8417110443,719882
7,50,True,right,right,1.0223491192,719882
7,51,False,right,right,0.6342101097,719882
7,52,True,right,right,0.8698148727,719882
7,53,True,left,right,1.434748888,719882
7,54,False,right,left,1.0951690674,719882
7,55,False,right,right,0.6047048569,719882
7,56,True,right,right,0.789411068,719882
7,57,False,right,right,0.6917130947,719882
7,58,True,left,left,1.2978289127,719882
7,59,False,left,right,0.9056990147,719882
7,60,False,left,left,1.1907281876,719882
7,61,False,right,right,0.6972279549,719882
7,62,False,left,left,1.1715559959,719882
7,63,True,left,left,1.0944130421,719882
7,64,False,left,right,1.3410480022,719882
7,65,True,left,left,1.1669139862,719882
7,66,True,left,right,1.1865048409,719882
7,67,False,left,left,0.9082520008,719882
7,68,True,left,left,1.1923189163,719882
7,69,False,right,right,0.7046608925,719882
7,70,True,left,right,0.9966001511,719882
7,71,True,left,left,1.0004141331,719882
7,72,True,left,right,0.9863190651,719882
7,73,False,left,left,0.8614840508,719882
7,74,True,right,right,0.9776198864,719882
7,75,False,left,right,1.0714681149,719882
7,76,False,left,left,0.8017110825,719882
7,77,True,right,right,0.8725280762,719882
7,78,True,right,right,0.9531719685,719882
7,79,False,right,right,0.810945034,719882
7,80,False,right,right,0.7954061031,719882
7,81,True,right,right,0.9769248962,719882
7,82,True,right,right,0.9332280159,719882
7,83,True,left,left,1.4341380596,719882
7,84,False,right,right,0.7699439526,719882
7,85,True,left,right,1.1833131313,719882
7,86,False,left,left,0.9287149906,719882
7,87,False,left,left,1.5175900459,719882
7,88,True,right,right,1.0009319782,719882
7,89,False,right,right,0.7205169201,719882
7,90,True,right,left,1.5443937778,719882
7,91,True,right,right,1.1249620914,719882
7,92,True,left,right,1.0765631199,719882
7,93,True,left,left,1.3094820976,719882
7,94,True,left,left,1.2990009785,719882
7,95,False,right,right,0.9374969006,719882
7,96,False,left,left,1.0681488514,719882
7,97,True,left,right,1.5253310204,719882
7,98,True,left,right,1.1480140686,719882
7,99,False,right,left,0.9924800396,719882
8,0,True,right,right,1.5454878807,719882
8,1,False,right,right,1.1265311241,719882
8,2,False,right,right,1.1321349144,719882
8,3,False,right,right,0.9298889637,719882
8,4,False,left,right,1.0233840942,719882
8,5,True,right,right,0.8330049515,719882
8,6,True,left,left,1.0122320652,719882
8,7,True,right,right,1.0982460976,719882
8,8,True,left,left,1.6019630432,719882
8,9,False,left,left,3.5623288155,719882
8,10,True,left,left,0.9531970024,719882
8,11,True,left,left,0.8760809898,719882
8,12,True,right,right,0.7245950699,719882
8,13,False,right,right,1.035643816,719882
8,14,False,left,right,1.2005448341,719882
8,15,False,right,right,0.9399979115,719882
8,16,False,right,right,0.8941149712,719882
8,17,True,right,right,0.7584068775,719882
8,18,False,right,right,0.8839240074,719882
8,19,True,right,right,0.8381750584,719882
8,20,False,left,left,0.6740140915,719882
8,21,True,right,right,0.8032770157,719882
8,22,False,left,left,0.8225238323,719882
8,23,False,right,right,1.6715269089,719882
8,24,True,right,right,1.0389640331,719882
8,25,True,left,left,1.3041749001,719882
8,26,False,right,right,0.6097669601,719882
8,27,False,left,left,0.6417050362,719882
8,28,True,right,right,0.7697851658,719882
8,29,False,left,left,0.6204588413,719882
8,30,True,left,left,1.2510659695,719882
8,31,True,right,right,0.9748139381,719882
8,32,True,left,left,1.2386729717,719882
8,33,True,left,left,1.2701668739,719882
8,34,True,right,right,1.2573640347,719882
8,35,False,left,left,0.8362369537,719882
8,36,False,left,left,1.0404679775,719882
8,37,False,left,left,0.9515500069,719882
8,38,False,right,right,0.8556818962,719882
8,39,True,right,right,1.1325531006,719882
8,40,True,right,right,0.9673609734,719882
8,41,False,right,right,0.7848529816,719882
8,42,False,left,right,1.2144730091,719882
8,43,True,right,right,1.0404508114,719882
8,44,False,right,right,1.1922690868,719882
8,45,False,right,right,0.7869119644,719882
8,46,False,right,right,0.8417370319,719882
8,47,False,right,right,0.8836088181,719882
8,48,True,right,right,0.9304859638,719882
8,49,False,right,right,0.8719818592,719882
8,50,True,left,left,1.1041970253,719882
8,51,True,left,right,1.064330101,719882
8,52,True,right,right,0.799612999,719882
8,53,True,left,left,1.0389909744,719882
8,54,False,left,right,1.0795030594,719882
8,55,False,left,left,1.4802479744,719882
8,56,False,right,right,0.7478809357,719882
8,57,False,right,right,0.7350301743,719882
8,58,False,left,right,1.2993590832,719882
8,59,True,right,right,0.9497411251,719882
8,60,False,left,left,1.5353369713,719882
8,61,False,left,right,0.9503970146,719882
8,62,True,left,left,1.2181332111,719882
8,63,True,left,left,1.0721480846,719882
8,64,False,left,left,0.9383480549,719882
8,65,True,right,right,1.0510339737,719882
8,66,False,left,left,1.0746080875,719882
8,67,True,right,right,0.9780249596,719882
8,68,True,right,right,0.9333381653,719882
8,69,False,left,left,0.8617479801,719882
8,70,False,left,right,0.8179571629,719882
8,71,False,left,left,0.9555089474,719882
8,72,True,right,right,1.1778481007,719882
8,73,True,left,left,1.3301758766,719882
8,74,True,right,right,0.9510188103,719882
8,75,False,left,left,0.8843488693,719882
8,76,False,right,right,0.8044281006,719882
8,77,True,left,left,1.3106019497,719882
8,78,True,right,right,0.8658750057,719882
8,79,True,right,right,0.7266850471,719882
8,80,False,right,right,0.7195668221,719882
8,81,True,right,right,1.0159840584,719882
8,82,False,left,left,0.8495938778,719882
8,83,True,left,left,1.2114260197,719882
8,84,False,right,right,0.6294100285,719882
8,85,True,left,left,0.957985878,719882
8,86,True,right,right,0.9913640022,719882
8,87,False,left,left,1.0306451321,719882
8,88,False,left,left,0.9338970184,719882
8,89,False,left,left,0.9772639275,719882
8,90,True,right,right,0.786741972,719882
8,91,True,right,right,0.8436589241,719882
8,92,True,left,left,1.0720360279,719882
8,93,True,left,left,1.0461750031,719882
8,94,False,left,left,1.0039019585,719882
8,95,True,left,left,1.4938468933,719882
8,96,False,left,right,1.228374958,719882
8,97,False,left,right,0.897881031,719882
8,98,True,right,right,0.747410059,719882
8,99,False,left,left,0.8458650112,719882
9,0,True,right,right,1.1034970284,719882
9,1,False,right,right,0.7283978462,719882
9,2,False,right,right,0.898252964,719882
9,3,True,left,left,1.1938769817,719882
9,4,False,left,left,0.8279030323,719882
9,5,False,left,left,0.7959868908,719882
9,6,True,right,right,0.7186689377,719882
9,7,True,left,left,0.7632648945,719882
9,8,True,left,left,1.1312940121,719882
9,9,True,right,right,0.7027208805,719882
9,10,True,right,right,0.6646549702,719882
9,11,True,right,right,0.7271089554,719882
9,12,False,right,right,0.7086520195,719882
9,13,False,left,left,0.7536959648,719882
9,14,True,right,right,0.950040102,719882
9,15,False,right,right,0.8564550877,719882
9,16,False,left,left,1.2119820118,719882
9,17,True,right,right,1.2087900639,719882
9,18,True,right,right,1.1831300259,719882
9,19,True,right,left,1.4962849617,719882
9,20,False,right,right,0.8984107971,719882
9,21,True,left,left,1.1132338047,719882
9,22,True,right,right,0.8212561607,719882
9,23,True,left,left,1.5196158886,719882
9,24,False,right,right,0.9545748234,719882
9,25,False,left,left,1.6276171207,719882
9,26,False,right,right,0.7766969204,719882
9,27,False,left,left,0.9018440247,719882
9,28,True,right,right,0.8814530373,719882
9,29,False,left,left,0.984292984,719882
9,30,False,right,right,0.7341659069,719882
9,31,True,left,left,0.9427750111,719882
9,32,False,left,left,1.444368124,719882
9,33,True,left,left,1.1524269581,719882
9,34,False,left,right,0.9697029591,719882
9,35,False,left,left,0.9872760773,719882
9,36,True,left,left,1.0417621136,719882
9,37,False,right,right,0.8043758869,719882
9,38,False,right,right,0.8722250462,719882
9,39,True,left,left,0.9920318127,719882
9,40,True,left,right,1.3334560394,719882
9,41,True,right,right,0.804569006,719882
9,42,True,left,left,1.1314489841,719882
9,43,False,left,left,1.0033810139,719882
9,44,False,left,right,0.9191281796,719882
9,45,False,left,right,0.9962191582,719882
9,46,False,left,left,0.6786100864,719882
9,47,True,right,right,0.9607717991,719882
9,48,False,left,left,0.7481768131,719882
9,49,False,right,right,0.7133080959,719882
9,50,False,right,right,0.6482520103,719882
9,51,True,left,left,1.2111461163,719882
9,52,True,right,right,0.88154006,719882
9,53,False,left,left,1.1264050007,719882
9,54,True,right,right,1.0479679108,719882
9,55,True,left,right,1.0930581093,719882
9,56,True,right,right,1.0023260117,719882
9,57,False,left,left,1.0915849209,719882
9,58,True,right,right,1.0303869247,719882
9,59,False,left,left,0.7203469276,719882
9,60,False,right,right,0.7163510323,719882
9,61,True,right,right,0.8774268627,719882
9,62,True,left,left,1.7953119278,719882
9,63,False,right,left,0.9268410206,719882
9,64,False,right,right,1.2544178963,719882
9,65,True,right,right,0.8963699341,719882
9,66,True,right,right,0.6995811462,719882
9,67,False,right,right,0.6245658398,719882
9,68,True,right,right,0.9931361675,719882
9,69,False,left,left,0.8797399998,719882
9,70,False,left,right,1.4157469273,719882
9,71,False,left,left,0.9679851532,719882
9,72,True,right,right,0.7564659119,719882
9,73,False,right,right,0.673484087,719882
9,74,False,right,right,0.5893809795,719882
9,75,False,left,left,0.8846001625,719882
9,76,True,right,right,0.8294839859,719882
9,77,False,left,left,0.809319973,719882
9,78,False,left,right,0.9330120087,719882
9,79,True,left,left,1.157145977,719882
9,80,True,right,right,0.7134320736,719882
9,81,False,left,left,1.1498560905,719882
9,82,True,left,left,0.8853960037,719882
9,83,False,left,right,0.9206581116,719882
9,84,False,left,left,0.9002039433,719882
9,85,True,left,left,1.2198569775,719882
9,86,False,left,right,0.9000189304,719882
9,87,False,right,right,0.6029698849,719882
9,88,True,left,left,1.0810580254,719882
9,89,True,right,right,0.7311809063,719882
9,90,False,right,right,0.6707730293,719882
9,91,False,right,right,0.7747349739,719882
9,92,False,right,right,0.6500730515,719882
9,93,False,right,right,0.6493420601,719882
9,94,True,left,left,0.7649781704,719882
9,95,True,right,right,0.676115036,719882
9,96,False,right,right,0.9125030041,719882
9,97,False,left,left,0.8085749149,719882
9,98,False,left,right,0.9272971153,719882
9,99,False,left,left,0.884308815,719882
