condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
signal,0,-1,-1,0,2,44,124,1,0,yes,0.7673401832580566,2,
noise,0,-1,-1,0,2,45,125,0,1,no,1.501410961151123,2,
noise,0,-1,-1,0,2,46,126,1,0,no,1.1879870891571045,2,
noise,0,-1,-1,0,2,47,127,0,1,no,1.0009989738464355,2,
noise,0,-1,-1,0,2,48,128,1,0,no,0.8508510589599609,2,
signal,0,-1,-1,0,2,49,129,1,0,yes,0.7338600158691406,2,
signal,0,-1,-1,0,2,50,130,1,0,yes,0.9506728649139404,2,
signal,0,-1,-1,0,2,51,131,0,1,yes,1.2177801132202148,2,
noise,0,-1,-1,0,2,52,132,1,0,no,0.9711248874664307,2,
signal,0,-1,-1,0,2,53,133,1,0,yes,0.8339710235595703,2,
signal,0,-1,-1,0,2,54,134,1,0,yes,0.7708759307861328,2,
noise,0,-1,-1,0,2,55,135,1,0,no,0.7006359100341797,2,
noise,0,-1,-1,0,2,56,136,0,1,no,1.1177918910980225,2,
noise,0,-1,-1,0,2,57,137,0,1,no,1.284411907196045,2,
signal,0,-1,-1,0,2,58,138,0,1,yes,1.150820016860962,2,
noise,0,-1,-1,0,2,59,139,0,1,no,1.034203052520752,2,
signal,0,-1,-1,0,2,60,140,0,1,yes,0.984083890914917,2,
signal,0,-1,-1,0,2,61,141,1,0,yes,1.0009229183197021,2,
noise,0,-1,-1,0,2,62,142,1,0,no,0.8674569129943848,2,
signal,0,-1,-1,0,2,63,143,0,1,yes,1.3845291137695312,2,
noise,0,-1,-1,0,2,64,144,0,1,no,1.0175690650939941,2,
noise,0,-1,-1,0,2,65,145,0,1,no,1.167733907699585,2,
noise,0,-1,-1,0,2,66,146,0,1,no,1.1677300930023193,2,
signal,0,-1,-1,0,2,67,147,1,0,yes,0.9842019081115723,2,
signal,0,-1,-1,0,2,68,148,1,0,yes,0.783905029296875,2,
signal,0,-1,-1,0,2,69,149,1,0,yes,0.8005428314208984,2,
signal,0,-1,-1,0,2,70,150,0,1,yes,1.3011140823364258,2,
signal,0,-1,-1,0,2,71,151,0,1,yes,1.4010488986968994,2,
noise,0,-1,-1,0,2,72,152,0,1,no,1.2211151123046875,2,
signal,0,-1,-1,0,2,73,153,1,0,yes,1.551361083984375,2,
noise,0,-1,-1,0,2,74,154,0,1,no,1.1344349384307861,2,
noise,0,-1,-1,0,2,75,155,1,0,no,0.8342189788818359,2,
noise,0,-1,-1,0,2,76,156,1,0,no,0.787384033203125,2,
noise,0,-1,-1,0,2,77,157,1,0,no,0.750669002532959,2,
noise,0,-1,-1,0,2,78,158,0,1,no,1.2178080081939697,2,
signal,0,-1,-1,0,2,79,159,1,0,yes,1.184337854385376,2,
signal,0,-1,-1,0,2,80,160,1,0,yes,1.100822925567627,2,
